district_code,state_name,region,n_households,observed_disruption,expected_disruption,rgi,rgi_ci_lower,rgi_ci_upper,rgi_category,typology,piped_coverage,tube_well_coverage,mean_idi,mean_idi_ci_lower,mean_idi_ci_upper,piped_disruption_rate,tube_well_disruption_rate,paradox_ratio,mean_wealth_score,pct_urban,pct_monsoon
804.0,Arunachal Pradesh,Northeast,913,23.33,24.53,-1.2,-2.61,0.34,As Expected,VULNERABLE,81.92,14.17,63.48,54.2,72.81,21.22,35.49,0.6,-70847.52,40.16,0.0
805.0,Arunachal Pradesh,Northeast,676,54.49,29.22,25.27,23.34,27.27,Severe Failure,CRISIS,78.91,5.2,59.37,50.31,68.52,57.56,17.28,3.33,-680332.46,14.99,0.0
806.0,Arunachal Pradesh,Northeast,950,21.66,6.91,14.75,13.81,15.88,Severe Failure,RESILIENT POOR,10.08,83.01,20.34,13.37,28.66,17.79,21.32,0.83,-628443.8,15.27,0.0
807.0,Arunachal Pradesh,Northeast,956,38.34,29.62,8.72,6.77,10.51,Moderate Failure,CRISIS,92.65,0.0,67.13,57.5,76.64,40.41,,,-411533.53,11.2,0.0
808.0,Arunachal Pradesh,Northeast,936,51.53,29.07,22.47,20.8,24.37,Severe Failure,CRISIS,93.05,0.86,66.4,56.81,75.88,54.0,,,-280279.56,27.55,0.0
809.0,Arunachal Pradesh,Northeast,943,47.62,29.32,18.3,16.54,19.98,Severe Failure,CRISIS,98.22,0.49,71.14,61.5,80.63,48.0,,,-38342.6,29.48,0.0
810.0,Assam,Northeast,841,7.37,12.08,-4.71,-6.63,-3.1,As Expected,SAFE,8.71,64.6,19.97,12.82,28.37,4.68,7.1,0.66,-520078.12,7.28,0.0
811.0,Assam,Northeast,918,8.17,15.21,-7.03,-8.6,-5.16,Outperforming,SAFE,16.7,78.93,23.47,16.37,31.83,14.25,6.74,2.11,-607002.95,7.77,1.0
812.0,Assam,Northeast,890,6.81,4.22,2.59,1.46,3.75,As Expected,RESILIENT POOR,2.56,94.26,15.91,8.94,24.18,7.36,6.78,1.09,-609224.13,15.44,0.0
813.0,Assam,Northeast,894,8.37,4.39,3.98,2.6,5.51,As Expected,RESILIENT POOR,7.2,90.73,19.27,12.19,27.63,10.25,8.14,1.26,-394259.75,32.36,0.0
814.0,Assam,Northeast,872,13.97,21.63,-7.66,-8.97,-6.17,Outperforming,SAFE,39.18,46.83,37.43,29.59,46.06,22.37,9.26,2.41,-140983.26,28.09,0.74
815.0,Assam,Northeast,835,7.56,10.56,-3.0,-4.71,-1.6,As Expected,SAFE,8.41,68.88,20.62,13.41,29.04,9.34,7.41,1.26,-522046.57,16.2,0.0
816.0,Assam,Northeast,915,4.55,5.05,-0.5,-1.56,0.72,As Expected,RESILIENT POOR,3.17,95.74,15.83,8.99,24.07,11.6,4.25,2.73,-725133.03,0.0,0.0
817.0,Assam,Northeast,902,7.31,11.73,-4.42,-6.01,-2.53,As Expected,SAFE,6.58,87.84,18.09,11.11,26.38,4.94,7.26,0.68,-540785.7,13.65,1.0
818.0,Assam,Northeast,898,8.43,19.31,-10.88,-12.42,-9.0,Outperforming,SAFE,31.05,61.63,33.36,25.79,41.88,14.0,5.84,2.4,-140952.93,13.57,0.95
819.0,Assam,Northeast,873,7.13,10.56,-3.43,-5.29,-1.94,As Expected,SAFE,7.22,63.6,20.5,13.07,29.01,5.89,5.2,1.13,-426079.68,16.11,0.0
820.0,Assam,Northeast,905,3.36,5.5,-2.13,-3.07,-0.96,As Expected,SAFE,5.87,89.95,15.99,9.29,24.17,10.39,2.79,3.72,-810982.44,4.81,0.0
821.0,Assam,Northeast,702,4.03,20.29,-16.25,-20.93,-12.48,Outperforming,SAFE,3.74,35.17,16.67,9.65,25.05,4.07,4.79,0.85,-760765.01,6.76,0.0
822.0,Chhattisgarh,East,906,11.43,22.15,-10.71,-12.08,-9.3,Outperforming,VULNERABLE,69.96,29.5,54.63,46.02,63.63,11.24,11.38,0.99,-29764.97,13.05,0.0
823.0,Chhattisgarh,East,886,12.57,16.35,-3.78,-4.72,-2.92,As Expected,SAFE,45.31,50.06,44.44,36.57,53.02,16.11,9.49,1.7,-217985.59,13.18,0.0
824.0,Chhattisgarh,East,745,9.42,14.74,-5.33,-6.5,-3.88,Outperforming,SAFE,30.92,57.09,35.58,27.94,43.98,4.98,11.84,0.42,-984534.95,5.11,0.0
825.0,Chhattisgarh,East,857,24.08,16.64,7.45,6.16,8.91,Moderate Failure,RESILIENT POOR,47.02,48.42,44.89,36.91,53.48,26.75,21.19,1.26,-773528.61,17.51,0.0
826.0,Chhattisgarh,East,910,15.5,18.23,-2.74,-3.83,-1.65,As Expected,SAFE,53.8,44.46,47.82,39.72,56.52,14.01,17.59,0.8,-191424.38,10.36,0.0
827.0,Chhattisgarh,East,835,17.25,20.55,-3.3,-4.3,-2.23,As Expected,VULNERABLE,63.04,30.5,52.64,44.2,61.49,20.55,12.75,1.61,-52194.27,35.93,0.0
828.0,Chhattisgarh,East,841,26.86,15.34,11.52,9.91,13.38,Severe Failure,RESILIENT POOR,46.32,50.29,44.41,36.5,52.89,30.45,24.01,1.27,-837883.49,27.4,0.0
829.0,Chhattisgarh,East,898,17.85,21.81,-3.96,-5.61,-2.2,As Expected,VULNERABLE,77.01,22.26,61.05,52.3,70.07,16.52,21.99,0.75,725735.78,62.04,0.0
830.0,Chhattisgarh,East,902,12.17,15.99,-3.81,-4.89,-2.86,As Expected,SAFE,43.45,51.91,42.99,35.11,51.52,14.07,11.25,1.25,-496814.14,7.42,0.0
831.0,Chhattisgarh,East,904,18.92,12.0,6.91,5.61,8.26,Moderate Failure,RESILIENT POOR,31.24,66.76,37.66,30.04,45.96,13.02,21.66,0.6,-940087.23,10.64,0.0
832.0,Chhattisgarh,East,898,12.06,15.44,-3.38,-4.35,-2.5,As Expected,SAFE,42.27,54.19,39.82,31.91,48.42,13.69,10.77,1.27,-423855.92,9.58,0.0
833.0,Chhattisgarh,East,908,12.24,20.17,-7.93,-9.57,-6.22,Outperforming,VULNERABLE,70.36,29.2,56.86,48.47,65.71,12.86,10.96,1.17,370848.5,60.24,0.0
834.0,Chhattisgarh,East,880,23.82,16.71,7.11,5.26,9.16,Moderate Failure,RESILIENT POOR,46.36,51.03,44.67,36.8,53.09,24.34,23.56,1.03,-1286788.45,6.19,0.0
835.0,Chhattisgarh,East,793,4.69,17.4,-12.71,-13.86,-11.52,Outperforming,SAFE,42.41,46.11,43.84,35.85,52.38,4.48,4.89,0.92,-659148.37,15.38,0.0
836.0,Chhattisgarh,East,841,8.55,14.29,-5.74,-6.81,-4.54,Outperforming,SAFE,37.94,57.87,40.35,32.59,48.76,10.78,7.14,1.51,-725341.89,16.86,0.0
837.0,NCT of Delhi,North,778,22.27,22.76,-0.49,-3.41,2.3,As Expected,CRISIS,85.13,0.84,73.36,64.01,82.46,23.46,,,1147480.34,98.43,0.0
838.0,NCT of Delhi,North,830,19.26,23.86,-4.6,-7.5,-1.76,As Expected,VULNERABLE,89.4,1.05,74.07,64.61,83.35,20.5,,,1268641.51,99.78,0.0
839.0,NCT of Delhi,North,748,16.73,20.68,-3.95,-7.08,-1.15,As Expected,VULNERABLE,77.5,3.07,70.45,61.3,79.47,18.66,16.12,1.16,1126444.53,100.0,0.0
840.0,NCT of Delhi,North,714,26.96,19.51,7.45,4.7,9.9,Moderate Failure,CRISIS,69.79,2.16,68.72,59.71,77.54,30.54,5.31,5.75,995379.44,88.87,0.0
841.0,NCT of Delhi,North,827,20.27,21.91,-1.64,-4.6,1.09,As Expected,VULNERABLE,81.6,4.53,70.57,61.49,79.6,23.12,0.0,,1357122.1,99.8,0.0
842.0,NCT of Delhi,North,834,23.35,25.5,-2.15,-5.07,0.66,As Expected,VULNERABLE,95.62,2.29,74.85,65.32,84.25,23.92,5.38,4.44,1312015.86,99.43,0.0
843.0,NCT of Delhi,North,871,19.65,25.29,-5.64,-8.64,-2.75,Outperforming,VULNERABLE,94.84,1.02,75.16,65.59,84.53,20.29,,,1232341.32,100.0,0.0
844.0,NCT of Delhi,North,828,14.15,21.55,-7.4,-10.36,-4.62,Outperforming,VULNERABLE,80.19,7.63,70.5,61.37,79.56,12.5,30.02,0.42,1418073.06,99.68,0.0
845.0,NCT of Delhi,North,811,21.73,20.31,1.43,-1.66,4.27,As Expected,CRISIS,76.44,2.02,70.91,61.85,79.84,20.99,12.93,1.62,1320069.98,100.0,0.0
846.0,NCT of Delhi,North,874,22.07,25.1,-3.04,-5.76,-0.86,As Expected,VULNERABLE,90.2,1.78,74.05,64.62,83.33,20.59,13.32,1.55,1430285.23,90.32,0.0
847.0,NCT of Delhi,North,813,18.41,24.96,-6.54,-9.52,-3.64,Outperforming,VULNERABLE,94.77,1.22,75.18,65.65,84.58,18.53,,,1229834.74,99.83,0.0
848.0,Gujarat,West,892,15.26,28.63,-13.37,-16.07,-10.68,Outperforming,VULNERABLE,96.41,2.32,74.49,64.89,83.95,14.39,44.82,0.32,1047864.5,85.36,0.42
849.0,Gujarat,West,874,20.36,24.07,-3.71,-5.45,-1.79,As Expected,SAFE,54.24,37.71,49.6,41.14,58.44,24.56,14.45,1.7,-204083.01,14.84,1.0
850.0,Gujarat,West,831,44.75,30.1,14.65,12.69,16.77,Severe Failure,CRISIS,77.95,14.52,63.55,54.51,72.69,48.28,24.03,2.01,396429.21,46.95,1.0
851.0,Gujarat,West,856,72.18,29.51,42.67,40.79,44.79,Severe Failure,CRISIS,78.61,4.97,65.09,55.63,74.53,74.28,18.85,3.94,467291.24,38.42,1.0
852.0,Gujarat,West,854,12.7,18.83,-6.13,-7.14,-4.9,Outperforming,SAFE,44.2,51.13,43.81,35.72,52.46,14.02,12.01,1.17,-509028.79,8.64,0.52
853.0,Gujarat,West,869,64.55,33.93,30.62,28.83,32.76,Severe Failure,CRISIS,89.83,2.83,70.09,60.63,79.48,66.78,42.71,1.56,413052.27,36.09,1.0
854.0,Gujarat,West,877,31.45,32.49,-1.05,-2.93,1.26,As Expected,CRISIS,86.5,8.39,66.82,57.44,76.15,32.98,21.72,1.52,298615.11,28.53,1.0
855.0,Gujarat,West,900,53.47,26.16,27.31,25.68,28.8,Severe Failure,CRISIS,91.23,7.52,71.68,62.25,81.07,53.01,63.0,0.84,798157.92,50.61,0.0
856.0,Gujarat,West,824,54.17,32.66,21.52,19.66,23.62,Severe Failure,CRISIS,87.63,7.95,67.97,58.62,77.34,56.7,41.76,1.36,445824.53,40.14,1.0
857.0,Gujarat,West,866,19.07,29.34,-10.27,-12.08,-8.01,Outperforming,VULNERABLE,74.89,20.54,59.09,50.19,68.19,18.7,23.18,0.81,30050.8,24.23,1.0
858.0,Gujarat,West,843,15.4,22.49,-7.09,-8.8,-5.2,Outperforming,SAFE,45.72,47.95,46.04,37.97,54.69,17.9,15.05,1.19,-197232.85,13.28,1.0
859.0,Gujarat,West,791,45.95,21.9,24.05,22.8,25.42,Severe Failure,CRISIS,71.78,2.14,69.45,60.4,78.26,48.64,40.0,1.22,723748.39,38.94,0.06
860.0,Gujarat,West,811,10.58,26.28,-15.7,-17.28,-13.82,Outperforming,VULNERABLE,62.26,30.02,53.64,44.96,62.64,14.51,4.82,3.01,-143655.65,27.08,0.92
861.0,Gujarat,West,858,35.67,26.71,8.96,7.07,10.52,Moderate Failure,CRISIS,85.67,5.77,69.89,60.45,79.25,37.92,34.66,1.09,883547.34,63.35,0.39
862.0,Gujarat,West,799,24.07,29.28,-5.21,-7.01,-3.02,Outperforming,VULNERABLE,72.49,20.08,60.82,51.92,69.86,29.34,5.33,5.51,128381.05,19.99,1.0
863.0,Gujarat,West,809,54.77,32.21,22.56,20.73,24.82,Severe Failure,CRISIS,85.05,5.16,69.43,60.13,78.63,55.37,61.01,0.91,304368.29,27.02,0.96
864.0,Gujarat,West,832,26.84,30.1,-3.26,-5.51,-0.97,As Expected,VULNERABLE,85.06,6.58,69.57,60.31,78.8,27.78,25.27,1.1,827260.37,59.96,1.0
865.0,Haryana,North,799,30.45,22.98,7.47,5.99,9.08,Moderate Failure,CRISIS,70.65,23.33,63.47,54.85,72.27,34.29,21.39,1.6,720134.01,25.71,0.0
866.0,Haryana,North,774,34.9,21.42,13.48,10.93,16.04,Severe Failure,CRISIS,55.41,30.36,58.99,50.61,67.58,45.51,22.84,1.99,876939.92,10.87,0.0
867.0,Madhya Pradesh,Central,584,22.87,18.41,4.46,3.64,5.21,As Expected,RESILIENT POOR,50.35,43.16,50.25,42.28,58.77,26.67,18.57,1.44,-73335.08,24.22,0.0
868.0,Madhya Pradesh,Central,859,21.06,17.6,3.45,2.54,4.27,As Expected,RESILIENT POOR,51.32,45.58,49.76,41.76,58.29,24.3,17.76,1.37,-61318.94,19.46,0.0
869.0,Maharashtra,West,772,27.59,20.29,7.3,5.69,9.07,Moderate Failure,CRISIS,70.14,18.95,62.44,53.56,71.4,33.64,13.09,2.57,626334.42,61.14,0.0
870.0,Maharashtra,West,727,21.48,25.49,-4.01,-6.58,-1.47,As Expected,VULNERABLE,95.17,4.09,73.87,64.33,83.31,22.38,4.53,4.94,1015978.54,90.75,0.0
871.0,Meghalaya,Northeast,833,24.66,33.2,-8.54,-10.81,-5.43,Outperforming,SAFE,53.14,1.15,45.4,36.91,54.44,26.78,,,-382124.21,16.6,1.0
872.0,Meghalaya,Northeast,432,49.94,30.68,19.26,17.29,21.72,Severe Failure,CRISIS,64.43,9.8,53.35,44.5,62.47,48.61,56.65,0.86,-260310.53,0.0,1.0
873.0,Meghalaya,Northeast,846,29.89,29.46,0.42,-3.09,4.03,As Expected,RESILIENT POOR,18.45,6.12,26.27,18.59,34.98,42.84,45.85,0.93,-447235.13,13.34,1.0
874.0,Meghalaya,Northeast,722,24.04,25.61,-1.57,-4.18,1.56,As Expected,SAFE,22.2,24.73,28.4,20.87,37.02,15.75,16.31,0.97,-419561.68,0.0,0.94
875.0,Meghalaya,Northeast,623,40.28,27.08,13.2,11.25,15.24,Severe Failure,CRISIS,81.75,4.55,59.13,49.8,68.44,42.38,49.69,0.85,-566492.93,0.0,0.0
876.0,Meghalaya,Northeast,834,29.63,22.08,7.55,6.23,8.6,Moderate Failure,RESILIENT POOR,53.82,11.8,46.6,37.98,55.68,34.11,15.56,2.19,-122819.78,20.87,0.0
877.0,Meghalaya,Northeast,436,46.17,29.96,16.21,14.58,18.25,Severe Failure,CRISIS,63.33,11.42,51.4,42.57,60.49,47.85,49.13,0.97,-281619.62,22.01,1.0
878.0,Meghalaya,Northeast,598,35.2,28.25,6.95,5.17,8.98,Moderate Failure,CRISIS,81.67,3.49,58.67,49.33,68.08,37.83,35.59,1.06,-715390.21,17.72,0.27
879.0,Punjab,North,855,12.64,21.15,-8.51,-10.08,-6.94,Outperforming,VULNERABLE,63.68,23.93,57.28,48.84,66.15,15.24,6.99,2.18,700990.87,24.31,0.0
880.0,Punjab,North,855,12.9,19.31,-6.41,-8.07,-4.81,Outperforming,VULNERABLE,59.51,33.91,52.93,44.94,61.66,13.12,9.82,1.34,960268.39,35.24,0.0
881.0,Punjab,North,848,14.26,23.54,-9.29,-11.42,-7.16,Outperforming,VULNERABLE,74.69,21.37,60.57,52.1,69.54,15.19,10.18,1.49,1086392.82,24.5,0.0
882.0,Punjab,North,847,21.22,24.3,-3.07,-4.65,-1.56,As Expected,VULNERABLE,82.45,13.13,64.04,55.26,73.14,23.54,10.63,2.21,1133361.03,47.6,0.0
883.0,Telangana,South,761,21.79,23.24,-1.45,-3.16,0.38,As Expected,SAFE,53.46,37.23,50.4,41.91,59.27,21.83,24.05,0.91,-44861.11,26.16,1.0
884.0,Telangana,South,771,19.18,29.2,-10.01,-11.7,-7.82,Outperforming,VULNERABLE,75.8,19.67,60.86,51.82,70.06,21.86,13.31,1.64,191817.38,29.33,1.0
885.0,Telangana,South,641,26.81,23.66,3.15,0.11,5.92,As Expected,CRISIS,89.66,1.51,71.39,61.8,80.86,27.89,0.0,,1128760.2,100.0,0.0
886.0,Telangana,South,582,14.15,23.03,-8.88,-10.6,-6.91,Outperforming,SAFE,49.45,28.32,49.66,41.04,58.62,21.39,6.81,3.14,176077.16,25.61,1.0
887.0,Telangana,South,429,41.68,29.1,12.58,10.75,14.86,Severe Failure,CRISIS,73.52,13.03,60.56,51.28,69.92,46.41,31.57,1.47,101919.5,16.29,1.0
888.0,Telangana,South,674,13.1,27.15,-14.05,-15.79,-11.75,Outperforming,VULNERABLE,64.34,29.76,54.26,45.5,63.29,13.76,10.97,1.25,-120116.88,6.94,1.0
889.0,Telangana,South,766,19.75,26.53,-6.77,-8.62,-4.93,Outperforming,VULNERABLE,85.24,11.42,65.35,55.96,74.74,20.99,15.26,1.38,96412.41,8.23,0.0
890.0,Telangana,South,668,27.52,29.53,-2.01,-3.97,0.39,As Expected,VULNERABLE,73.25,18.28,60.27,51.28,69.38,29.49,25.18,1.17,-242178.84,8.47,1.0
891.0,Telangana,South,521,42.52,29.46,13.06,11.26,15.21,Severe Failure,CRISIS,76.69,10.68,62.52,53.23,71.87,48.77,21.89,2.23,424200.16,37.06,1.0
892.0,Telangana,South,691,13.3,24.24,-10.94,-12.64,-8.79,Outperforming,VULNERABLE,57.28,30.63,55.55,46.89,64.49,15.75,11.14,1.41,351908.68,27.68,1.0
893.0,Telangana,South,766,10.63,21.56,-10.93,-12.61,-9.05,Outperforming,SAFE,45.2,51.3,45.78,37.67,54.48,12.55,8.55,1.47,-262130.69,14.15,1.0
894.0,Telangana,South,646,22.15,22.95,-0.8,-1.88,0.7,As Expected,CRISIS,62.07,20.84,55.37,46.41,64.49,29.17,9.43,3.09,-52125.66,11.47,0.45
895.0,Telangana,South,732,24.42,24.25,0.17,-1.04,1.54,As Expected,CRISIS,77.71,9.11,63.39,53.99,72.81,27.13,14.65,1.85,196453.09,17.99,0.0
896.0,Telangana,South,812,20.79,24.69,-3.9,-5.71,-1.99,As Expected,VULNERABLE,58.38,27.53,53.09,44.39,62.1,29.24,12.68,2.31,142709.06,42.62,1.0
897.0,Telangana,South,631,42.56,28.49,14.06,12.17,16.42,Severe Failure,CRISIS,69.21,17.57,58.7,49.72,67.73,46.72,41.17,1.13,-267853.76,6.41,1.0
898.0,Telangana,South,437,38.6,20.63,17.97,15.67,20.26,Severe Failure,CRISIS,74.93,2.89,65.16,55.77,74.53,47.89,11.47,4.18,1001343.7,80.89,0.0
899.0,Telangana,South,706,19.91,23.1,-3.18,-4.6,-1.77,As Expected,VULNERABLE,72.64,8.62,60.68,51.3,70.05,23.12,20.55,1.12,51110.22,12.5,0.0
900.0,Telangana,South,491,43.56,27.07,16.49,15.26,17.96,Severe Failure,CRISIS,80.32,6.72,65.74,56.36,75.09,48.44,26.15,1.85,445154.28,31.05,0.47
901.0,Telangana,South,788,24.01,25.44,-1.44,-3.17,0.52,As Expected,VULNERABLE,60.14,31.69,53.36,44.81,62.27,31.16,13.39,2.33,-8243.41,18.77,1.0
902.0,Telangana,South,628,28.53,30.09,-1.56,-3.4,0.59,As Expected,VULNERABLE,79.8,9.41,64.44,55.18,73.71,31.33,19.22,1.63,146905.97,36.98,1.0
903.0,Telangana,South,761,18.32,29.48,-11.16,-12.93,-9.07,Outperforming,VULNERABLE,77.33,12.81,63.48,54.3,72.75,22.17,7.23,3.06,357425.36,38.75,1.0
904.0,Telangana,South,336,12.0,27.75,-15.75,-17.56,-13.67,Outperforming,VULNERABLE,70.0,14.55,58.38,49.26,67.63,13.89,9.72,1.43,206934.4,25.82,1.0
905.0,Telangana,South,568,35.67,19.27,16.4,14.49,18.32,Severe Failure,CRISIS,67.9,2.4,62.52,53.02,72.01,40.11,32.79,1.22,880849.65,69.73,0.0
906.0,Telangana,South,599,39.54,24.29,15.25,13.55,17.14,Severe Failure,CRISIS,55.2,31.26,53.52,44.92,62.36,46.92,35.32,1.33,-77589.48,21.39,1.0
907.0,Telangana,South,489,34.79,28.79,5.99,4.22,8.2,Moderate Failure,CRISIS,72.66,11.56,60.72,51.61,69.89,38.87,23.49,1.65,197048.98,21.68,1.0
908.0,Telangana,South,471,13.62,20.43,-6.81,-7.76,-5.46,Outperforming,VULNERABLE,53.73,21.7,53.27,44.41,62.38,17.98,13.52,1.33,241912.51,21.25,0.46
909.0,Telangana,South,787,45.71,31.09,14.62,12.64,17.1,Severe Failure,CRISIS,81.21,12.92,63.89,54.62,73.22,49.46,36.59,1.35,-72109.91,15.45,1.0
910.0,Telangana,South,694,29.23,24.03,5.21,3.92,6.53,Moderate Failure,CRISIS,78.01,11.39,62.81,53.48,72.14,31.88,18.39,1.73,146488.3,19.48,0.0
911.0,Telangana,South,501,22.15,26.9,-4.75,-6.45,-2.43,As Expected,VULNERABLE,61.99,28.25,54.13,45.42,63.14,30.44,9.73,3.13,-170618.38,4.48,1.0
912.0,Telangana,South,531,25.66,27.04,-1.38,-4.34,1.59,As Expected,VULNERABLE,73.8,9.56,64.83,55.54,74.11,31.87,13.26,2.4,658479.65,85.35,1.0
913.0,Telangana,South,270,21.78,17.03,4.76,3.71,5.73,As Expected,CRISIS,51.02,1.5,52.47,43.04,62.06,28.46,,,255630.93,21.0,0.0
914.0,Tripura,Northeast,805,17.48,25.53,-8.05,-9.86,-5.98,Outperforming,SAFE,53.94,37.79,45.41,37.05,54.25,25.89,6.64,3.9,-398020.67,22.73,1.0
915.0,Tripura,Northeast,823,9.05,16.93,-7.88,-9.03,-6.87,Outperforming,SAFE,36.46,50.84,35.62,27.76,44.29,15.12,6.96,2.17,-592346.52,12.16,0.06
916.0,Tripura,Northeast,732,21.95,29.31,-7.36,-8.92,-5.62,Outperforming,VULNERABLE,69.46,14.6,54.97,46.02,64.12,29.03,9.47,3.07,-213678.47,33.04,0.83
917.0,Tripura,Northeast,874,21.38,20.95,0.43,-1.27,2.3,As Expected,RESILIENT POOR,40.86,54.91,38.66,30.71,47.39,35.18,11.19,3.14,-432195.01,12.65,1.0
918.0,Tripura,Northeast,826,17.81,22.62,-4.81,-6.52,-2.72,As Expected,SAFE,45.54,50.48,40.44,32.45,49.13,28.91,7.81,3.7,-591183.99,12.28,1.0
919.0,Tripura,Northeast,745,18.06,27.51,-9.45,-11.25,-7.33,Outperforming,SAFE,56.2,30.54,47.83,39.33,56.75,29.19,4.23,6.91,-597671.72,9.39,1.0
920.0,Tripura,Northeast,894,7.56,11.83,-4.27,-6.87,-1.8,As Expected,SAFE,38.02,59.69,37.86,29.88,46.62,10.77,5.61,1.92,-63288.98,67.16,0.06
921.0,Unknown State,Unknown,899,1.11,4.89,-3.78,-4.92,-2.56,As Expected,SAFE,3.59,94.25,17.79,11.68,25.72,9.18,0.82,11.16,-475443.54,3.93,0.0
922.0,Unknown State,Unknown,943,9.31,11.15,-1.84,-2.6,-1.02,As Expected,SAFE,30.22,69.15,29.31,22.75,37.52,10.89,8.52,1.28,-254476.85,21.24,0.0
923.0,Unknown State,Unknown,660,12.32,8.08,4.25,0.83,7.42,As Expected,RESILIENT POOR,29.94,41.54,43.99,37.09,51.88,13.05,14.44,0.9,1217697.44,88.68,0.0
924.0,Unknown State,Unknown,969,10.36,13.33,-2.97,-4.66,-1.42,As Expected,SAFE,41.22,57.54,39.16,32.23,47.48,18.96,4.11,4.61,779737.03,35.43,0.0
925.0,Unknown State,Unknown,951,9.75,13.04,-3.3,-4.44,-2.14,As Expected,SAFE,40.05,57.1,37.31,30.38,45.63,13.12,7.06,1.86,415819.19,38.64,0.0
926.0,Unknown State,Unknown,930,7.0,11.41,-4.41,-6.07,-2.94,As Expected,SAFE,33.64,65.66,34.64,27.9,42.94,9.6,5.44,1.76,630795.37,30.64,0.0
927.0,Unknown State,Unknown,968,11.6,10.37,1.24,0.39,2.03,As Expected,RESILIENT POOR,24.21,71.75,27.07,20.17,35.39,14.63,10.83,1.35,-465298.17,11.31,0.0
928.0,Unknown State,Unknown,961,5.79,9.76,-3.96,-4.84,-3.08,As Expected,SAFE,25.69,74.1,28.81,22.06,37.08,9.94,4.37,2.27,-15608.02,21.35,0.0
929.0,Unknown State,Unknown,944,5.63,13.63,-8.0,-9.18,-6.83,Outperforming,SAFE,41.55,57.36,39.85,32.64,48.31,6.38,5.19,1.23,534739.24,31.69,0.0
930.0,Unknown State,Unknown,919,5.03,4.26,0.77,-0.4,1.85,As Expected,RESILIENT POOR,2.94,96.52,16.61,10.32,24.66,15.51,4.63,3.35,-446784.39,9.98,0.0
931.0,West Bengal,East,864,11.63,29.61,-17.98,-21.06,-14.78,Outperforming,VULNERABLE,82.8,13.32,64.79,55.76,73.92,12.15,11.14,1.09,190375.56,80.89,1.0
932.0,West Bengal,East,902,13.11,20.86,-7.75,-9.36,-5.9,Outperforming,SAFE,42.31,55.91,41.17,33.37,49.8,10.23,15.7,0.65,-523454.84,15.91,1.0
